,GDP,TENYR
2020-09-04,21684.551,0.69
2020-09-05,21684.551,0.69
2020-09-06,21684.551,0.69
2020-09-07,21684.551,0.69
2020-09-08,21684.551,0.69
2020-09-09,21684.551,0.69
2020-09-10,21684.551,0.69
2020-09-11,21684.551,0.69
2020-09-12,21684.551,0.69
2020-09-13,21684.551,0.69
2020-09-14,21684.551,0.69
2020-09-15,21684.551,0.69
2020-09-16,21684.551,0.69
2020-09-17,21684.551,0.69
2020-09-18,21684.551,0.69
2020-09-19,21684.551,0.69
2020-09-20,21684.551,0.69
2020-09-21,21684.551,0.69
2020-09-22,21684.551,0.69
2020-09-23,21684.551,0.69
2020-09-24,21684.551,0.69
2020-09-25,21684.551,0.69
2020-09-26,21684.551,0.69
2020-09-27,21684.551,0.69
2020-09-28,21684.551,0.69
2020-09-29,21684.551,0.69
2020-09-30,21684.551,0.69
2020-10-01,22068.767,0.68
2020-10-02,22068.767,0.68
2020-10-03,22068.767,0.68
2020-10-04,22068.767,0.68
2020-10-05,22068.767,0.68
2020-10-06,22068.767,0.68
2020-10-07,22068.767,0.68
2020-10-08,22068.767,0.68
2020-10-09,22068.767,0.68
2020-10-10,22068.767,0.68
2020-10-11,22068.767,0.68
2020-10-12,22068.767,0.68
2020-10-13,22068.767,0.68
2020-10-14,22068.767,0.68
2020-10-15,22068.767,0.68
2020-10-16,22068.767,0.68
2020-10-17,22068.767,0.68
2020-10-18,22068.767,0.68
2020-10-19,22068.767,0.68
2020-10-20,22068.767,0.68
2020-10-21,22068.767,0.68
2020-10-22,22068.767,0.68
2020-10-23,22068.767,0.68
2020-10-24,22068.767,0.68
2020-10-25,22068.767,0.68
2020-10-26,22068.767,0.68
2020-10-27,22068.767,0.68
2020-10-28,22068.767,0.68
2020-10-29,22068.767,0.68
2020-10-30,22068.767,0.68
2020-10-31,22068.767,0.68
2020-11-01,22068.767,0.68
2020-11-02,22068.767,0.68
2020-11-03,22068.767,0.68
2020-11-04,22068.767,0.68
2020-11-05,22068.767,0.68
2020-11-06,22068.767,0.68
2020-11-07,22068.767,0.68
2020-11-08,22068.767,0.68
2020-11-09,22068.767,0.68
2020-11-10,22068.767,0.68
2020-11-11,22068.767,0.68
2020-11-12,22068.767,0.68
2020-11-13,22068.767,0.68
2020-11-14,22068.767,0.68
2020-11-15,22068.767,0.68
2020-11-16,22068.767,0.68
2020-11-17,22068.767,0.68
2020-11-18,22068.767,0.68
2020-11-19,22068.767,0.68
2020-11-20,22068.767,0.68
2020-11-21,22068.767,0.68
2020-11-22,22068.767,0.68
2020-11-23,22068.767,0.68
2020-11-24,22068.767,0.68
2020-11-25,22068.767,0.68
2020-11-26,22068.767,0.68
2020-11-27,22068.767,0.68
2020-11-28,22068.767,0.68
2020-11-29,22068.767,0.68
2020-11-30,22068.767,0.68
2020-12-01,22068.767,0.68
2020-12-02,22068.767,0.68
2020-12-03,22068.767,0.68
2020-12-04,22068.767,0.68
2020-12-05,22068.767,0.68
2020-12-06,22068.767,0.68
2020-12-07,22068.767,0.68
2020-12-08,22068.767,0.68
2020-12-09,22068.767,0.68
2020-12-10,22068.767,0.68
2020-12-11,22068.767,0.68
2020-12-12,22068.767,0.68
2020-12-13,22068.767,0.68
2020-12-14,22068.767,0.68
2020-12-15,22068.767,0.68
2020-12-16,22068.767,0.68
2020-12-17,22068.767,0.68
2020-12-18,22068.767,0.68
2020-12-19,22068.767,0.68
2020-12-20,22068.767,0.68
2020-12-21,22068.767,0.68
2020-12-22,22068.767,0.68
2020-12-23,22068.767,0.68
2020-12-24,22068.767,0.68
2020-12-25,22068.767,0.68
2020-12-26,22068.767,0.68
2020-12-27,22068.767,0.68
2020-12-28,22068.767,0.68
2020-12-29,22068.767,0.68
2020-12-30,22068.767,0.68
2020-12-31,22068.767,0.68
2021-01-01,22656.793,0.68
2021-01-02,22656.793,0.68
2021-01-03,22656.793,0.68
2021-01-04,22656.793,0.68
2021-01-05,22656.793,0.68
2021-01-06,22656.793,0.68
2021-01-07,22656.793,0.68
2021-01-08,22656.793,0.68
2021-01-09,22656.793,0.68
2021-01-10,22656.793,0.68
2021-01-11,22656.793,0.68
2021-01-12,22656.793,0.68
2021-01-13,22656.793,0.68
2021-01-14,22656.793,0.68
2021-01-15,22656.793,0.68
2021-01-16,22656.793,0.68
2021-01-17,22656.793,0.68
2021-01-18,22656.793,0.68
2021-01-19,22656.793,0.68
2021-01-20,22656.793,0.68
2021-01-21,22656.793,0.68
2021-01-22,22656.793,0.68
2021-01-23,22656.793,0.68
2021-01-24,22656.793,0.68
2021-01-25,22656.793,0.68
2021-01-26,22656.793,0.68
2021-01-27,22656.793,0.68
2021-01-28,22656.793,0.68
2021-01-29,22656.793,0.68
2021-01-30,22656.793,0.68
2021-01-31,22656.793,0.68
2021-02-01,22656.793,0.68
2021-02-02,22656.793,0.68
2021-02-03,22656.793,0.68
2021-02-04,22656.793,0.68
2021-02-05,22656.793,0.68
2021-02-06,22656.793,0.68
2021-02-07,22656.793,0.68
2021-02-08,22656.793,0.68
2021-02-09,22656.793,0.68
2021-02-10,22656.793,0.68
2021-02-11,22656.793,0.68
2021-02-12,22656.793,0.68
2021-02-13,22656.793,0.68
2021-02-14,22656.793,0.68
2021-02-15,22656.793,0.68
2021-02-16,22656.793,0.68
2021-02-17,22656.793,0.68
2021-02-18,22656.793,0.68
2021-02-19,22656.793,0.68
2021-02-20,22656.793,0.68
2021-02-21,22656.793,0.68
2021-02-22,22656.793,0.68
2021-02-23,22656.793,0.68
2021-02-24,22656.793,0.68
2021-02-25,22656.793,0.68
2021-02-26,22656.793,0.68
2021-02-27,22656.793,0.68
2021-02-28,22656.793,0.68
2021-03-01,22656.793,0.68
2021-03-02,22656.793,0.68
2021-03-03,22656.793,0.68
2021-03-04,22656.793,0.68
2021-03-05,22656.793,0.68
2021-03-06,22656.793,0.68
2021-03-07,22656.793,0.68
2021-03-08,22656.793,0.68
2021-03-09,22656.793,0.68
2021-03-10,22656.793,0.68
2021-03-11,22656.793,0.68
2021-03-12,22656.793,0.68
2021-03-13,22656.793,0.68
2021-03-14,22656.793,0.68
2021-03-15,22656.793,0.68
2021-03-16,22656.793,0.68
2021-03-17,22656.793,0.68
2021-03-18,22656.793,0.68
2021-03-19,22656.793,0.68
2021-03-20,22656.793,0.68
2021-03-21,22656.793,0.68
2021-03-22,22656.793,0.68
2021-03-23,22656.793,0.68
2021-03-24,22656.793,0.68
2021-03-25,22656.793,0.68
2021-03-26,22656.793,0.68
2021-03-27,22656.793,0.68
2021-03-28,22656.793,0.68
2021-03-29,22656.793,0.68
2021-03-30,22656.793,0.68
2021-03-31,22656.793,0.68
2021-04-01,23368.861,1.69
2021-04-02,23368.861,1.69
2021-04-03,23368.861,1.69
2021-04-04,23368.861,1.69
2021-04-05,23368.861,1.69
2021-04-06,23368.861,1.69
2021-04-07,23368.861,1.69
2021-04-08,23368.861,1.69
2021-04-09,23368.861,1.69
2021-04-10,23368.861,1.69
2021-04-11,23368.861,1.69
2021-04-12,23368.861,1.69
2021-04-13,23368.861,1.69
2021-04-14,23368.861,1.69
2021-04-15,23368.861,1.69
2021-04-16,23368.861,1.69
2021-04-17,23368.861,1.69
2021-04-18,23368.861,1.69
2021-04-19,23368.861,1.69
2021-04-20,23368.861,1.69
2021-04-21,23368.861,1.69
2021-04-22,23368.861,1.69
2021-04-23,23368.861,1.69
2021-04-24,23368.861,1.69
2021-04-25,23368.861,1.69
2021-04-26,23368.861,1.69
2021-04-27,23368.861,1.69
2021-04-28,23368.861,1.69
2021-04-29,23368.861,1.69
2021-04-30,23368.861,1.69
2021-05-01,23368.861,1.69
2021-05-02,23368.861,1.69
2021-05-03,23368.861,1.69
2021-05-04,23368.861,1.69
2021-05-05,23368.861,1.69
2021-05-06,23368.861,1.69
2021-05-07,23368.861,1.69
2021-05-08,23368.861,1.69
2021-05-09,23368.861,1.69
2021-05-10,23368.861,1.69
2021-05-11,23368.861,1.69
2021-05-12,23368.861,1.69
2021-05-13,23368.861,1.69
2021-05-14,23368.861,1.69
2021-05-15,23368.861,1.69
2021-05-16,23368.861,1.69
2021-05-17,23368.861,1.69
2021-05-18,23368.861,1.69
2021-05-19,23368.861,1.69
2021-05-20,23368.861,1.69
2021-05-21,23368.861,1.69
2021-05-22,23368.861,1.69
2021-05-23,23368.861,1.69
2021-05-24,23368.861,1.69
2021-05-25,23368.861,1.69
2021-05-26,23368.861,1.69
2021-05-27,23368.861,1.69
2021-05-28,23368.861,1.69
2021-05-29,23368.861,1.69
2021-05-30,23368.861,1.69
2021-05-31,23368.861,1.69
2021-06-01,23368.861,1.69
2021-06-02,23368.861,1.69
2021-06-03,23368.861,1.69
2021-06-04,23368.861,1.69
2021-06-05,23368.861,1.69
2021-06-06,23368.861,1.69
2021-06-07,23368.861,1.69
2021-06-08,23368.861,1.69
2021-06-09,23368.861,1.69
2021-06-10,23368.861,1.69
2021-06-11,23368.861,1.69
2021-06-12,23368.861,1.69
2021-06-13,23368.861,1.69
2021-06-14,23368.861,1.69
2021-06-15,23368.861,1.69
2021-06-16,23368.861,1.69
2021-06-17,23368.861,1.69
2021-06-18,23368.861,1.69
2021-06-19,23368.861,1.69
2021-06-20,23368.861,1.69
2021-06-21,23368.861,1.69
2021-06-22,23368.861,1.69
2021-06-23,23368.861,1.69
2021-06-24,23368.861,1.69
2021-06-25,23368.861,1.69
2021-06-26,23368.861,1.69
2021-06-27,23368.861,1.69
2021-06-28,23368.861,1.69
2021-06-29,23368.861,1.69
2021-06-30,23368.861,1.69
2021-07-01,23921.991,1.48
2021-07-02,23921.991,1.48
2021-07-03,23921.991,1.48
2021-07-04,23921.991,1.48
2021-07-05,23921.991,1.48
2021-07-06,23921.991,1.48
2021-07-07,23921.991,1.48
2021-07-08,23921.991,1.48
2021-07-09,23921.991,1.48
2021-07-10,23921.991,1.48
2021-07-11,23921.991,1.48
2021-07-12,23921.991,1.48
2021-07-13,23921.991,1.48
2021-07-14,23921.991,1.48
2021-07-15,23921.991,1.48
2021-07-16,23921.991,1.48
2021-07-17,23921.991,1.48
2021-07-18,23921.991,1.48
2021-07-19,23921.991,1.48
2021-07-20,23921.991,1.48
2021-07-21,23921.991,1.48
2021-07-22,23921.991,1.48
2021-07-23,23921.991,1.48
2021-07-24,23921.991,1.48
2021-07-25,23921.991,1.48
2021-07-26,23921.991,1.48
2021-07-27,23921.991,1.48
2021-07-28,23921.991,1.48
2021-07-29,23921.991,1.48
2021-07-30,23921.991,1.48
2021-07-31,23921.991,1.48
2021-08-01,23921.991,1.48
2021-08-02,23921.991,1.48
2021-08-03,23921.991,1.48
2021-08-04,23921.991,1.48
2021-08-05,23921.991,1.48
2021-08-06,23921.991,1.48
2021-08-07,23921.991,1.48
2021-08-08,23921.991,1.48
2021-08-09,23921.991,1.48
2021-08-10,23921.991,1.48
2021-08-11,23921.991,1.48
2021-08-12,23921.991,1.48
2021-08-13,23921.991,1.48
2021-08-14,23921.991,1.48
2021-08-15,23921.991,1.48
2021-08-16,23921.991,1.48
2021-08-17,23921.991,1.48
2021-08-18,23921.991,1.48
2021-08-19,23921.991,1.48
2021-08-20,23921.991,1.48
2021-08-21,23921.991,1.48
2021-08-22,23921.991,1.48
2021-08-23,23921.991,1.48
2021-08-24,23921.991,1.48
2021-08-25,23921.991,1.48
2021-08-26,23921.991,1.48
2021-08-27,23921.991,1.48
2021-08-28,23921.991,1.48
2021-08-29,23921.991,1.48
2021-08-30,23921.991,1.48
2021-08-31,23921.991,1.48
2021-09-01,23921.991,1.48
2021-09-02,23921.991,1.48
2021-09-03,23921.991,1.48
2021-09-04,23921.991,1.48
2021-09-05,23921.991,1.48
2021-09-06,23921.991,1.48
2021-09-07,23921.991,1.48
2021-09-08,23921.991,1.48
2021-09-09,23921.991,1.48
2021-09-10,23921.991,1.48
2021-09-11,23921.991,1.48
2021-09-12,23921.991,1.48
2021-09-13,23921.991,1.48
2021-09-14,23921.991,1.48
2021-09-15,23921.991,1.48
2021-09-16,23921.991,1.48
2021-09-17,23921.991,1.48
2021-09-18,23921.991,1.48
2021-09-19,23921.991,1.48
2021-09-20,23921.991,1.48
2021-09-21,23921.991,1.48
2021-09-22,23921.991,1.48
2021-09-23,23921.991,1.48
2021-09-24,23921.991,1.48
2021-09-25,23921.991,1.48
2021-09-26,23921.991,1.48
2021-09-27,23921.991,1.48
2021-09-28,23921.991,1.48
2021-09-29,23921.991,1.48
2021-09-30,23921.991,1.48
2021-10-01,24777.038,1.48
2021-10-02,24777.038,1.48
2021-10-03,24777.038,1.48
2021-10-04,24777.038,1.48
2021-10-05,24777.038,1.48
2021-10-06,24777.038,1.48
2021-10-07,24777.038,1.48
2021-10-08,24777.038,1.48
2021-10-09,24777.038,1.48
2021-10-10,24777.038,1.48
2021-10-11,24777.038,1.48
2021-10-12,24777.038,1.48
2021-10-13,24777.038,1.48
2021-10-14,24777.038,1.48
2021-10-15,24777.038,1.48
2021-10-16,24777.038,1.48
2021-10-17,24777.038,1.48
2021-10-18,24777.038,1.48
2021-10-19,24777.038,1.48
2021-10-20,24777.038,1.48
2021-10-21,24777.038,1.48
2021-10-22,24777.038,1.48
2021-10-23,24777.038,1.48
2021-10-24,24777.038,1.48
2021-10-25,24777.038,1.48
2021-10-26,24777.038,1.48
2021-10-27,24777.038,1.48
2021-10-28,24777.038,1.48
2021-10-29,24777.038,1.48
2021-10-30,24777.038,1.48
2021-10-31,24777.038,1.48
2021-11-01,24777.038,1.48
2021-11-02,24777.038,1.48
2021-11-03,24777.038,1.48
2021-11-04,24777.038,1.48
2021-11-05,24777.038,1.48
2021-11-06,24777.038,1.48
2021-11-07,24777.038,1.48
2021-11-08,24777.038,1.48
2021-11-09,24777.038,1.48
2021-11-10,24777.038,1.48
2021-11-11,24777.038,1.48
2021-11-12,24777.038,1.48
2021-11-13,24777.038,1.48
2021-11-14,24777.038,1.48
2021-11-15,24777.038,1.48
2021-11-16,24777.038,1.48
2021-11-17,24777.038,1.48
2021-11-18,24777.038,1.48
2021-11-19,24777.038,1.48
2021-11-20,24777.038,1.48
2021-11-21,24777.038,1.48
2021-11-22,24777.038,1.48
2021-11-23,24777.038,1.48
2021-11-24,24777.038,1.48
2021-11-25,24777.038,1.48
2021-11-26,24777.038,1.48
2021-11-27,24777.038,1.48
2021-11-28,24777.038,1.48
2021-11-29,24777.038,1.48
2021-11-30,24777.038,1.48
2021-12-01,24777.038,1.48
2021-12-02,24777.038,1.48
2021-12-03,24777.038,1.48
2021-12-04,24777.038,1.48
2021-12-05,24777.038,1.48
2021-12-06,24777.038,1.48
2021-12-07,24777.038,1.48
2021-12-08,24777.038,1.48
2021-12-09,24777.038,1.48
2021-12-10,24777.038,1.48
2021-12-11,24777.038,1.48
2021-12-12,24777.038,1.48
2021-12-13,24777.038,1.48
2021-12-14,24777.038,1.48
2021-12-15,24777.038,1.48
2021-12-16,24777.038,1.48
2021-12-17,24777.038,1.48
2021-12-18,24777.038,1.48
2021-12-19,24777.038,1.48
2021-12-20,24777.038,1.48
2021-12-21,24777.038,1.48
2021-12-22,24777.038,1.48
2021-12-23,24777.038,1.48
2021-12-24,24777.038,1.48
2021-12-25,24777.038,1.48
2021-12-26,24777.038,1.48
2021-12-27,24777.038,1.48
2021-12-28,24777.038,1.48
2021-12-29,24777.038,1.48
2021-12-30,24777.038,1.48
2021-12-31,24777.038,1.48
2022-01-01,25215.491,1.48
2022-01-02,25215.491,1.48
2022-01-03,25215.491,1.48
2022-01-04,25215.491,1.48
2022-01-05,25215.491,1.48
2022-01-06,25215.491,1.48
2022-01-07,25215.491,1.48
2022-01-08,25215.491,1.48
2022-01-09,25215.491,1.48
2022-01-10,25215.491,1.48
2022-01-11,25215.491,1.48
2022-01-12,25215.491,1.48
2022-01-13,25215.491,1.48
2022-01-14,25215.491,1.48
2022-01-15,25215.491,1.48
2022-01-16,25215.491,1.48
2022-01-17,25215.491,1.48
2022-01-18,25215.491,1.48
2022-01-19,25215.491,1.48
2022-01-20,25215.491,1.48
2022-01-21,25215.491,1.48
2022-01-22,25215.491,1.48
2022-01-23,25215.491,1.48
2022-01-24,25215.491,1.48
2022-01-25,25215.491,1.48
2022-01-26,25215.491,1.48
2022-01-27,25215.491,1.48
2022-01-28,25215.491,1.48
2022-01-29,25215.491,1.48
2022-01-30,25215.491,1.48
2022-01-31,25215.491,1.48
2022-02-01,25215.491,1.48
2022-02-02,25215.491,1.48
2022-02-03,25215.491,1.48
2022-02-04,25215.491,1.48
2022-02-05,25215.491,1.48
2022-02-06,25215.491,1.48
2022-02-07,25215.491,1.48
2022-02-08,25215.491,1.48
2022-02-09,25215.491,1.48
2022-02-10,25215.491,1.48
2022-02-11,25215.491,1.48
2022-02-12,25215.491,1.48
2022-02-13,25215.491,1.48
2022-02-14,25215.491,1.48
2022-02-15,25215.491,1.48
2022-02-16,25215.491,1.48
2022-02-17,25215.491,1.48
2022-02-18,25215.491,1.48
2022-02-19,25215.491,1.48
2022-02-20,25215.491,1.48
2022-02-21,25215.491,1.48
2022-02-22,25215.491,1.48
2022-02-23,25215.491,1.48
2022-02-24,25215.491,1.48
2022-02-25,25215.491,1.48
2022-02-26,25215.491,1.48
2022-02-27,25215.491,1.48
2022-02-28,25215.491,1.48
2022-03-01,25215.491,1.48
2022-03-02,25215.491,1.48
2022-03-03,25215.491,1.48
2022-03-04,25215.491,1.48
2022-03-05,25215.491,1.48
2022-03-06,25215.491,1.48
2022-03-07,25215.491,1.48
2022-03-08,25215.491,1.48
2022-03-09,25215.491,1.48
2022-03-10,25215.491,1.48
2022-03-11,25215.491,1.48
2022-03-12,25215.491,1.48
2022-03-13,25215.491,1.48
2022-03-14,25215.491,1.48
2022-03-15,25215.491,1.48
2022-03-16,25215.491,1.48
2022-03-17,25215.491,1.48
2022-03-18,25215.491,1.48
2022-03-19,25215.491,1.48
2022-03-20,25215.491,1.48
2022-03-21,25215.491,1.48
2022-03-22,25215.491,1.48
2022-03-23,25215.491,1.48
2022-03-24,25215.491,1.48
2022-03-25,25215.491,1.48
2022-03-26,25215.491,1.48
2022-03-27,25215.491,1.48
2022-03-28,25215.491,1.48
2022-03-29,25215.491,1.48
2022-03-30,25215.491,1.48
2022-03-31,25215.491,1.48
2022-04-01,25805.791,2.39
2022-04-02,25805.791,2.39
2022-04-03,25805.791,2.39
2022-04-04,25805.791,2.39
2022-04-05,25805.791,2.39
2022-04-06,25805.791,2.39
2022-04-07,25805.791,2.39
2022-04-08,25805.791,2.39
2022-04-09,25805.791,2.39
2022-04-10,25805.791,2.39
2022-04-11,25805.791,2.39
2022-04-12,25805.791,2.39
2022-04-13,25805.791,2.39
2022-04-14,25805.791,2.39
2022-04-15,25805.791,2.39
2022-04-16,25805.791,2.39
2022-04-17,25805.791,2.39
2022-04-18,25805.791,2.39
2022-04-19,25805.791,2.39
2022-04-20,25805.791,2.39
2022-04-21,25805.791,2.39
2022-04-22,25805.791,2.39
2022-04-23,25805.791,2.39
2022-04-24,25805.791,2.39
2022-04-25,25805.791,2.39
2022-04-26,25805.791,2.39
2022-04-27,25805.791,2.39
2022-04-28,25805.791,2.39
2022-04-29,25805.791,2.39
2022-04-30,25805.791,2.39
2022-05-01,25805.791,2.39
2022-05-02,25805.791,2.39
2022-05-03,25805.791,2.39
2022-05-04,25805.791,2.39
2022-05-05,25805.791,2.39
2022-05-06,25805.791,2.39
2022-05-07,25805.791,2.39
2022-05-08,25805.791,2.39
2022-05-09,25805.791,2.39
2022-05-10,25805.791,2.39
2022-05-11,25805.791,2.39
2022-05-12,25805.791,2.39
2022-05-13,25805.791,2.39
2022-05-14,25805.791,2.39
2022-05-15,25805.791,2.39
2022-05-16,25805.791,2.39
2022-05-17,25805.791,2.39
2022-05-18,25805.791,2.39
2022-05-19,25805.791,2.39
2022-05-20,25805.791,2.39
2022-05-21,25805.791,2.39
2022-05-22,25805.791,2.39
2022-05-23,25805.791,2.39
2022-05-24,25805.791,2.39
2022-05-25,25805.791,2.39
2022-05-26,25805.791,2.39
2022-05-27,25805.791,2.39
2022-05-28,25805.791,2.39
2022-05-29,25805.791,2.39
2022-05-30,25805.791,2.39
2022-05-31,25805.791,2.39
2022-06-01,25805.791,2.39
2022-06-02,25805.791,2.39
2022-06-03,25805.791,2.39
2022-06-04,25805.791,2.39
2022-06-05,25805.791,2.39
2022-06-06,25805.791,2.39
2022-06-07,25805.791,2.39
2022-06-08,25805.791,2.39
2022-06-09,25805.791,2.39
2022-06-10,25805.791,2.39
2022-06-11,25805.791,2.39
2022-06-12,25805.791,2.39
2022-06-13,25805.791,2.39
2022-06-14,25805.791,2.39
2022-06-15,25805.791,2.39
2022-06-16,25805.791,2.39
2022-06-17,25805.791,2.39
2022-06-18,25805.791,2.39
2022-06-19,25805.791,2.39
2022-06-20,25805.791,2.39
2022-06-21,25805.791,2.39
2022-06-22,25805.791,2.39
2022-06-23,25805.791,2.39
2022-06-24,25805.791,2.39
2022-06-25,25805.791,2.39
2022-06-26,25805.791,2.39
2022-06-27,25805.791,2.39
2022-06-28,25805.791,2.39
2022-06-29,25805.791,2.39
2022-06-30,25805.791,2.39
2022-07-01,26272.011,2.88
2022-07-02,26272.011,2.88
2022-07-03,26272.011,2.88
2022-07-04,26272.011,2.88
2022-07-05,26272.011,2.88
2022-07-06,26272.011,2.88
2022-07-07,26272.011,2.88
2022-07-08,26272.011,2.88
2022-07-09,26272.011,2.88
2022-07-10,26272.011,2.88
2022-07-11,26272.011,2.88
2022-07-12,26272.011,2.88
2022-07-13,26272.011,2.88
2022-07-14,26272.011,2.88
2022-07-15,26272.011,2.88
2022-07-16,26272.011,2.88
2022-07-17,26272.011,2.88
2022-07-18,26272.011,2.88
2022-07-19,26272.011,2.88
2022-07-20,26272.011,2.88
2022-07-21,26272.011,2.88
2022-07-22,26272.011,2.88
2022-07-23,26272.011,2.88
2022-07-24,26272.011,2.88
2022-07-25,26272.011,2.88
2022-07-26,26272.011,2.88
2022-07-27,26272.011,2.88
2022-07-28,26272.011,2.88
2022-07-29,26272.011,2.88
2022-07-30,26272.011,2.88
2022-07-31,26272.011,2.88
2022-08-01,26272.011,2.88
2022-08-02,26272.011,2.88
