,GDP,TENYR
2022-08-03,26272.011,2.88
2022-08-04,26272.011,2.88
2022-08-05,26272.011,2.88
2022-08-06,26272.011,2.88
2022-08-07,26272.011,2.88
2022-08-08,26272.011,2.88
2022-08-09,26272.011,2.88
2022-08-10,26272.011,2.88
2022-08-11,26272.011,2.88
2022-08-12,26272.011,2.88
2022-08-13,26272.011,2.88
2022-08-14,26272.011,2.88
2022-08-15,26272.011,2.88
2022-08-16,26272.011,2.88
2022-08-17,26272.011,2.88
2022-08-18,26272.011,2.88
2022-08-19,26272.011,2.88
2022-08-20,26272.011,2.88
2022-08-21,26272.011,2.88
2022-08-22,26272.011,2.88
2022-08-23,26272.011,2.88
2022-08-24,26272.011,2.88
2022-08-25,26272.011,2.88
2022-08-26,26272.011,2.88
2022-08-27,26272.011,2.88
2022-08-28,26272.011,2.88
2022-08-29,26272.011,2.88
2022-08-30,26272.011,2.88
2022-08-31,26272.011,2.88
2022-09-01,26272.011,2.88
2022-09-02,26272.011,2.88
2022-09-03,26272.011,2.88
2022-09-04,26272.011,2.88
2022-09-05,26272.011,2.88
2022-09-06,26272.011,2.88
2022-09-07,26272.011,2.88
2022-09-08,26272.011,2.88
2022-09-09,26272.011,2.88
2022-09-10,26272.011,2.88
2022-09-11,26272.011,2.88
2022-09-12,26272.011,2.88
2022-09-13,26272.011,2.88
2022-09-14,26272.011,2.88
2022-09-15,26272.011,2.88
2022-09-16,26272.011,2.88
2022-09-17,26272.011,2.88
2022-09-18,26272.011,2.88
2022-09-19,26272.011,2.88
2022-09-20,26272.011,2.88
2022-09-21,26272.011,2.88
2022-09-22,26272.011,2.88
2022-09-23,26272.011,2.88
2022-09-24,26272.011,2.88
2022-09-25,26272.011,2.88
2022-09-26,26272.011,2.88
2022-09-27,26272.011,2.88
2022-09-28,26272.011,2.88
2022-09-29,26272.011,2.88
2022-09-30,26272.011,2.88
2022-10-01,26734.277,2.88
2022-10-02,26734.277,2.88
2022-10-03,26734.277,2.88
2022-10-04,26734.277,2.88
2022-10-05,26734.277,2.88
2022-10-06,26734.277,2.88
2022-10-07,26734.277,2.88
2022-10-08,26734.277,2.88
2022-10-09,26734.277,2.88
2022-10-10,26734.277,2.88
2022-10-11,26734.277,2.88
2022-10-12,26734.277,2.88
2022-10-13,26734.277,2.88
2022-10-14,26734.277,2.88
2022-10-15,26734.277,2.88
2022-10-16,26734.277,2.88
2022-10-17,26734.277,2.88
2022-10-18,26734.277,2.88
2022-10-19,26734.277,2.88
2022-10-20,26734.277,2.88
2022-10-21,26734.277,2.88
2022-10-22,26734.277,2.88
2022-10-23,26734.277,2.88
2022-10-24,26734.277,2.88
2022-10-25,26734.277,2.88
2022-10-26,26734.277,2.88
2022-10-27,26734.277,2.88
2022-10-28,26734.277,2.88
2022-10-29,26734.277,2.88
2022-10-30,26734.277,2.88
2022-10-31,26734.277,2.88
2022-11-01,26734.277,2.88
2022-11-02,26734.277,2.88
2022-11-03,26734.277,2.88
2022-11-04,26734.277,2.88
2022-11-05,26734.277,2.88
2022-11-06,26734.277,2.88
2022-11-07,26734.277,2.88
2022-11-08,26734.277,2.88
2022-11-09,26734.277,2.88
2022-11-10,26734.277,2.88
2022-11-11,26734.277,2.88
2022-11-12,26734.277,2.88
2022-11-13,26734.277,2.88
2022-11-14,26734.277,2.88
2022-11-15,26734.277,2.88
2022-11-16,26734.277,2.88
2022-11-17,26734.277,2.88
2022-11-18,26734.277,2.88
2022-11-19,26734.277,2.88
2022-11-20,26734.277,2.88
2022-11-21,26734.277,2.88
2022-11-22,26734.277,2.88
2022-11-23,26734.277,2.88
2022-11-24,26734.277,2.88
2022-11-25,26734.277,2.88
2022-11-26,26734.277,2.88
2022-11-27,26734.277,2.88
2022-11-28,26734.277,2.88
2022-11-29,26734.277,2.88
2022-11-30,26734.277,2.88
2022-12-01,26734.277,2.88
2022-12-02,26734.277,2.88
2022-12-03,26734.277,2.88
2022-12-04,26734.277,2.88
2022-12-05,26734.277,2.88
2022-12-06,26734.277,2.88
2022-12-07,26734.277,2.88
2022-12-08,26734.277,2.88
2022-12-09,26734.277,2.88
2022-12-10,26734.277,2.88
2022-12-11,26734.277,2.88
2022-12-12,26734.277,2.88
2022-12-13,26734.277,2.88
2022-12-14,26734.277,2.88
2022-12-15,26734.277,2.88
2022-12-16,26734.277,2.88
2022-12-17,26734.277,2.88
2022-12-18,26734.277,2.88
2022-12-19,26734.277,2.88
2022-12-20,26734.277,2.88
2022-12-21,26734.277,2.88
2022-12-22,26734.277,2.88
2022-12-23,26734.277,2.88
2022-12-24,26734.277,2.88
2022-12-25,26734.277,2.88
2022-12-26,26734.277,2.88
2022-12-27,26734.277,2.88
2022-12-28,26734.277,2.88
2022-12-29,26734.277,2.88
2022-12-30,26734.277,2.88
2022-12-31,26734.277,2.88
2023-01-01,27164.359,2.88
2023-01-02,27164.359,2.88
2023-01-03,27164.359,2.88
2023-01-04,27164.359,2.88
2023-01-05,27164.359,2.88
2023-01-06,27164.359,2.88
2023-01-07,27164.359,2.88
2023-01-08,27164.359,2.88
2023-01-09,27164.359,2.88
2023-01-10,27164.359,2.88
2023-01-11,27164.359,2.88
2023-01-12,27164.359,2.88
2023-01-13,27164.359,2.88
2023-01-14,27164.359,2.88
2023-01-15,27164.359,2.88
2023-01-16,27164.359,2.88
2023-01-17,27164.359,2.88
2023-01-18,27164.359,2.88
2023-01-19,27164.359,2.88
2023-01-20,27164.359,2.88
2023-01-21,27164.359,2.88
2023-01-22,27164.359,2.88
2023-01-23,27164.359,2.88
2023-01-24,27164.359,2.88
2023-01-25,27164.359,2.88
2023-01-26,27164.359,2.88
2023-01-27,27164.359,2.88
2023-01-28,27164.359,2.88
2023-01-29,27164.359,2.88
2023-01-30,27164.359,2.88
2023-01-31,27164.359,2.88
2023-02-01,27164.359,2.88
2023-02-02,27164.359,2.88
2023-02-03,27164.359,2.88
2023-02-04,27164.359,2.88
2023-02-05,27164.359,2.88
2023-02-06,27164.359,2.88
2023-02-07,27164.359,2.88
2023-02-08,27164.359,2.88
2023-02-09,27164.359,2.88
2023-02-10,27164.359,2.88
2023-02-11,27164.359,2.88
2023-02-12,27164.359,2.88
2023-02-13,27164.359,2.88
2023-02-14,27164.359,2.88
2023-02-15,27164.359,2.88
2023-02-16,27164.359,2.88
2023-02-17,27164.359,2.88
2023-02-18,27164.359,2.88
2023-02-19,27164.359,2.88
2023-02-20,27164.359,2.88
2023-02-21,27164.359,2.88
2023-02-22,27164.359,2.88
2023-02-23,27164.359,2.88
2023-02-24,27164.359,2.88
2023-02-25,27164.359,2.88
2023-02-26,27164.359,2.88
2023-02-27,27164.359,2.88
2023-02-28,27164.359,2.88
2023-03-01,27164.359,2.88
2023-03-02,27164.359,2.88
2023-03-03,27164.359,2.88
2023-03-04,27164.359,2.88
2023-03-05,27164.359,2.88
2023-03-06,27164.359,2.88
2023-03-07,27164.359,2.88
2023-03-08,27164.359,2.88
2023-03-09,27164.359,2.88
2023-03-10,27164.359,2.88
2023-03-11,27164.359,2.88
2023-03-12,27164.359,2.88
2023-03-13,27164.359,2.88
2023-03-14,27164.359,2.88
2023-03-15,27164.359,2.88
2023-03-16,27164.359,2.88
2023-03-17,27164.359,2.88
2023-03-18,27164.359,2.88
2023-03-19,27164.359,2.88
2023-03-20,27164.359,2.88
2023-03-21,27164.359,2.88
2023-03-22,27164.359,2.88
2023-03-23,27164.359,2.88
2023-03-24,27164.359,2.88
2023-03-25,27164.359,2.88
2023-03-26,27164.359,2.88
2023-03-27,27164.359,2.88
2023-03-28,27164.359,2.88
2023-03-29,27164.359,2.88
2023-03-30,27164.359,2.88
2023-03-31,27164.359,2.88
2023-04-01,27453.815,2.88
2023-04-02,27453.815,2.88
2023-04-03,27453.815,2.88
2023-04-04,27453.815,2.88
2023-04-05,27453.815,2.88
2023-04-06,27453.815,2.88
2023-04-07,27453.815,2.88
2023-04-08,27453.815,2.88
2023-04-09,27453.815,2.88
2023-04-10,27453.815,2.88
2023-04-11,27453.815,2.88
2023-04-12,27453.815,2.88
2023-04-13,27453.815,2.88
2023-04-14,27453.815,2.88
2023-04-15,27453.815,2.88
2023-04-16,27453.815,2.88
2023-04-17,27453.815,2.88
2023-04-18,27453.815,2.88
2023-04-19,27453.815,2.88
2023-04-20,27453.815,2.88
2023-04-21,27453.815,2.88
2023-04-22,27453.815,2.88
2023-04-23,27453.815,2.88
2023-04-24,27453.815,2.88
2023-04-25,27453.815,2.88
2023-04-26,27453.815,2.88
2023-04-27,27453.815,2.88
2023-04-28,27453.815,2.88
2023-04-29,27453.815,2.88
2023-04-30,27453.815,2.88
2023-05-01,27453.815,2.88
2023-05-02,27453.815,2.88
2023-05-03,27453.815,2.88
2023-05-04,27453.815,2.88
2023-05-05,27453.815,2.88
2023-05-06,27453.815,2.88
2023-05-07,27453.815,2.88
2023-05-08,27453.815,2.88
2023-05-09,27453.815,2.88
2023-05-10,27453.815,2.88
2023-05-11,27453.815,2.88
2023-05-12,27453.815,2.88
2023-05-13,27453.815,2.88
2023-05-14,27453.815,2.88
2023-05-15,27453.815,2.88
2023-05-16,27453.815,2.88
2023-05-17,27453.815,2.88
2023-05-18,27453.815,2.88
2023-05-19,27453.815,2.88
2023-05-20,27453.815,2.88
2023-05-21,27453.815,2.88
2023-05-22,27453.815,2.88
2023-05-23,27453.815,2.88
2023-05-24,27453.815,2.88
2023-05-25,27453.815,2.88
2023-05-26,27453.815,2.88
2023-05-27,27453.815,2.88
2023-05-28,27453.815,2.88
2023-05-29,27453.815,2.88
2023-05-30,27453.815,2.88
2023-05-31,27453.815,2.88
2023-06-01,27453.815,2.88
2023-06-02,27453.815,2.88
2023-06-03,27453.815,2.88
2023-06-04,27453.815,2.88
2023-06-05,27453.815,2.88
2023-06-06,27453.815,2.88
2023-06-07,27453.815,2.88
2023-06-08,27453.815,2.88
2023-06-09,27453.815,2.88
2023-06-10,27453.815,2.88
2023-06-11,27453.815,2.88
2023-06-12,27453.815,2.88
2023-06-13,27453.815,2.88
2023-06-14,27453.815,2.88
2023-06-15,27453.815,2.88
2023-06-16,27453.815,2.88
2023-06-17,27453.815,2.88
2023-06-18,27453.815,2.88
2023-06-19,27453.815,2.88
2023-06-20,27453.815,2.88
2023-06-21,27453.815,2.88
2023-06-22,27453.815,2.88
2023-06-23,27453.815,2.88
2023-06-24,27453.815,2.88
2023-06-25,27453.815,2.88
2023-06-26,27453.815,2.88
2023-06-27,27453.815,2.88
2023-06-28,27453.815,2.88
2023-06-29,27453.815,2.88
2023-06-30,27453.815,2.88
2023-07-01,27967.697,2.88
2023-07-02,27967.697,2.88
2023-07-03,27967.697,2.88
2023-07-04,27967.697,2.88
2023-07-05,27967.697,2.88
2023-07-06,27967.697,2.88
2023-07-07,27967.697,2.88
2023-07-08,27967.697,2.88
2023-07-09,27967.697,2.88
2023-07-10,27967.697,2.88
2023-07-11,27967.697,2.88
2023-07-12,27967.697,2.88
2023-07-13,27967.697,2.88
2023-07-14,27967.697,2.88
2023-07-15,27967.697,2.88
2023-07-16,27967.697,2.88
2023-07-17,27967.697,2.88
2023-07-18,27967.697,2.88
2023-07-19,27967.697,2.88
2023-07-20,27967.697,2.88
2023-07-21,27967.697,2.88
2023-07-22,27967.697,2.88
2023-07-23,27967.697,2.88
2023-07-24,27967.697,2.88
2023-07-25,27967.697,2.88
2023-07-26,27967.697,2.88
2023-07-27,27967.697,2.88
2023-07-28,27967.697,2.88
2023-07-29,27967.697,2.88
2023-07-30,27967.697,2.88
2023-07-31,27967.697,2.88
2023-08-01,27967.697,2.88
2023-08-02,27967.697,2.88
2023-08-03,27967.697,2.88
2023-08-04,27967.697,2.88
2023-08-05,27967.697,2.88
2023-08-06,27967.697,2.88
2023-08-07,27967.697,2.88
2023-08-08,27967.697,2.88
2023-08-09,27967.697,2.88
2023-08-10,27967.697,2.88
2023-08-11,27967.697,2.88
2023-08-12,27967.697,2.88
2023-08-13,27967.697,2.88
2023-08-14,27967.697,2.88
2023-08-15,27967.697,2.88
2023-08-16,27967.697,2.88
2023-08-17,27967.697,2.88
2023-08-18,27967.697,2.88
2023-08-19,27967.697,2.88
2023-08-20,27967.697,2.88
2023-08-21,27967.697,2.88
2023-08-22,27967.697,2.88
2023-08-23,27967.697,2.88
2023-08-24,27967.697,2.88
2023-08-25,27967.697,2.88
2023-08-26,27967.697,2.88
2023-08-27,27967.697,2.88
2023-08-28,27967.697,2.88
2023-08-29,27967.697,2.88
2023-08-30,27967.697,2.88
2023-08-31,27967.697,2.88
2023-09-01,27967.697,2.88
2023-09-02,27967.697,2.88
2023-09-03,27967.697,2.88
2023-09-04,27967.697,2.88
2023-09-05,27967.697,2.88
2023-09-06,27967.697,2.88
2023-09-07,27967.697,2.88
2023-09-08,27967.697,2.88
2023-09-09,27967.697,2.88
2023-09-10,27967.697,2.88
2023-09-11,27967.697,2.88
2023-09-12,27967.697,2.88
2023-09-13,27967.697,2.88
2023-09-14,27967.697,2.88
2023-09-15,27967.697,2.88
2023-09-16,27967.697,2.88
2023-09-17,27967.697,2.88
2023-09-18,27967.697,2.88
2023-09-19,27967.697,2.88
2023-09-20,27967.697,2.88
2023-09-21,27967.697,2.88
2023-09-22,27967.697,2.88
2023-09-23,27967.697,2.88
2023-09-24,27967.697,2.88
2023-09-25,27967.697,2.88
2023-09-26,27967.697,2.88
2023-09-27,27967.697,2.88
2023-09-28,27967.697,2.88
2023-09-29,27967.697,2.88
2023-09-30,27967.697,2.88
2023-10-01,28296.967,2.88
2023-10-02,28296.967,2.88
2023-10-03,28296.967,2.88
2023-10-04,28296.967,2.88
2023-10-05,28296.967,2.88
2023-10-06,28296.967,2.88
2023-10-07,28296.967,2.88
2023-10-08,28296.967,2.88
2023-10-09,28296.967,2.88
2023-10-10,28296.967,2.88
2023-10-11,28296.967,2.88
2023-10-12,28296.967,2.88
2023-10-13,28296.967,2.88
2023-10-14,28296.967,2.88
2023-10-15,28296.967,2.88
2023-10-16,28296.967,2.88
2023-10-17,28296.967,2.88
2023-10-18,28296.967,2.88
2023-10-19,28296.967,2.88
2023-10-20,28296.967,2.88
2023-10-21,28296.967,2.88
2023-10-22,28296.967,2.88
2023-10-23,28296.967,2.88
2023-10-24,28296.967,2.88
2023-10-25,28296.967,2.88
2023-10-26,28296.967,2.88
2023-10-27,28296.967,2.88
2023-10-28,28296.967,2.88
2023-10-29,28296.967,2.88
2023-10-30,28296.967,2.88
2023-10-31,28296.967,2.88
2023-11-01,28296.967,2.88
2023-11-02,28296.967,2.88
2023-11-03,28296.967,2.88
2023-11-04,28296.967,2.88
2023-11-05,28296.967,2.88
2023-11-06,28296.967,2.88
2023-11-07,28296.967,2.88
2023-11-08,28296.967,2.88
2023-11-09,28296.967,2.88
2023-11-10,28296.967,2.88
2023-11-11,28296.967,2.88
2023-11-12,28296.967,2.88
2023-11-13,28296.967,2.88
2023-11-14,28296.967,2.88
2023-11-15,28296.967,2.88
2023-11-16,28296.967,2.88
2023-11-17,28296.967,2.88
2023-11-18,28296.967,2.88
2023-11-19,28296.967,2.88
2023-11-20,28296.967,2.88
2023-11-21,28296.967,2.88
2023-11-22,28296.967,2.88
2023-11-23,28296.967,2.88
2023-11-24,28296.967,2.88
2023-11-25,28296.967,2.88
2023-11-26,28296.967,2.88
2023-11-27,28296.967,2.88
2023-11-28,28296.967,2.88
2023-11-29,28296.967,2.88
2023-11-30,28296.967,2.88
2023-12-01,28296.967,2.88
2023-12-02,28296.967,2.88
2023-12-03,28296.967,2.88
2023-12-04,28296.967,2.88
2023-12-05,28296.967,2.88
2023-12-06,28296.967,2.88
2023-12-07,28296.967,2.88
2023-12-08,28296.967,2.88
2023-12-09,28296.967,2.88
2023-12-10,28296.967,2.88
2023-12-11,28296.967,2.88
2023-12-12,28296.967,2.88
2023-12-13,28296.967,2.88
2023-12-14,28296.967,2.88
2023-12-15,28296.967,2.88
2023-12-16,28296.967,2.88
2023-12-17,28296.967,2.88
2023-12-18,28296.967,2.88
2023-12-19,28296.967,2.88
2023-12-20,28296.967,2.88
2023-12-21,28296.967,2.88
2023-12-22,28296.967,2.88
2023-12-23,28296.967,2.88
2023-12-24,28296.967,2.88
2023-12-25,28296.967,2.88
2023-12-26,28296.967,2.88
2023-12-27,28296.967,2.88
2023-12-28,28296.967,2.88
2023-12-29,28296.967,2.88
2023-12-30,28296.967,2.88
2023-12-31,28296.967,2.88
2024-01-01,28624.069,2.88
2024-01-02,28624.069,2.88
2024-01-03,28624.069,2.88
2024-01-04,28624.069,2.88
2024-01-05,28624.069,2.88
2024-01-06,28624.069,2.88
2024-01-07,28624.069,2.88
2024-01-08,28624.069,2.88
2024-01-09,28624.069,2.88
2024-01-10,28624.069,2.88
2024-01-11,28624.069,2.88
2024-01-12,28624.069,2.88
2024-01-13,28624.069,2.88
2024-01-14,28624.069,2.88
2024-01-15,28624.069,2.88
2024-01-16,28624.069,2.88
2024-01-17,28624.069,2.88
2024-01-18,28624.069,2.88
2024-01-19,28624.069,2.88
2024-01-20,28624.069,2.88
2024-01-21,28624.069,2.88
2024-01-22,28624.069,2.88
2024-01-23,28624.069,2.88
2024-01-24,28624.069,2.88
2024-01-25,28624.069,2.88
2024-01-26,28624.069,2.88
2024-01-27,28624.069,2.88
2024-01-28,28624.069,2.88
2024-01-29,28624.069,2.88
2024-01-30,28624.069,2.88
2024-01-31,28624.069,2.88
2024-02-01,28624.069,2.88
2024-02-02,28624.069,2.88
2024-02-03,28624.069,2.88
2024-02-04,28624.069,2.88
2024-02-05,28624.069,2.88
2024-02-06,28624.069,2.88
2024-02-07,28624.069,2.88
2024-02-08,28624.069,2.88
2024-02-09,28624.069,2.88
2024-02-10,28624.069,2.88
2024-02-11,28624.069,2.88
2024-02-12,28624.069,2.88
2024-02-13,28624.069,2.88
2024-02-14,28624.069,2.88
2024-02-15,28624.069,2.88
2024-02-16,28624.069,2.88
2024-02-17,28624.069,2.88
2024-02-18,28624.069,2.88
2024-02-19,28624.069,2.88
2024-02-20,28624.069,2.88
2024-02-21,28624.069,2.88
2024-02-22,28624.069,2.88
2024-02-23,28624.069,2.88
2024-02-24,28624.069,2.88
2024-02-25,28624.069,2.88
2024-02-26,28624.069,2.88
2024-02-27,28624.069,2.88
2024-02-28,28624.069,2.88
2024-02-29,28624.069,2.88
2024-03-01,28624.069,2.88
2024-03-02,28624.069,2.88
2024-03-03,28624.069,2.88
2024-03-04,28624.069,2.88
2024-03-05,28624.069,2.88
2024-03-06,28624.069,2.88
2024-03-07,28624.069,2.88
2024-03-08,28624.069,2.88
2024-03-09,28624.069,2.88
2024-03-10,28624.069,2.88
2024-03-11,28624.069,2.88
2024-03-12,28624.069,2.88
2024-03-13,28624.069,2.88
2024-03-14,28624.069,2.88
2024-03-15,28624.069,2.88
2024-03-16,28624.069,2.88
2024-03-17,28624.069,2.88
2024-03-18,28624.069,2.88
2024-03-19,28624.069,2.88
2024-03-20,28624.069,2.88
2024-03-21,28624.069,2.88
2024-03-22,28624.069,2.88
2024-03-23,28624.069,2.88
2024-03-24,28624.069,2.88
2024-03-25,28624.069,2.88
2024-03-26,28624.069,2.88
2024-03-27,28624.069,2.88
2024-03-28,28624.069,2.88
2024-03-29,28624.069,2.88
2024-03-30,28624.069,2.88
2024-03-31,28624.069,2.88
2024-04-01,29016.714,4.33
2024-04-02,29016.714,4.33
2024-04-03,29016.714,4.33
2024-04-04,29016.714,4.33
2024-04-05,29016.714,4.33
2024-04-06,29016.714,4.33
2024-04-07,29016.714,4.33
2024-04-08,29016.714,4.33
2024-04-09,29016.714,4.33
2024-04-10,29016.714,4.33
2024-04-11,29016.714,4.33
2024-04-12,29016.714,4.33
2024-04-13,29016.714,4.33
2024-04-14,29016.714,4.33
2024-04-15,29016.714,4.33
2024-04-16,29016.714,4.33
2024-04-17,29016.714,4.33
2024-04-18,29016.714,4.33
2024-04-19,29016.714,4.33
2024-04-20,29016.714,4.33
2024-04-21,29016.714,4.33
2024-04-22,29016.714,4.33
2024-04-23,29016.714,4.33
2024-04-24,29016.714,4.33
2024-04-25,29016.714,4.33
2024-04-26,29016.714,4.33
2024-04-27,29016.714,4.33
2024-04-28,29016.714,4.33
2024-04-29,29016.714,4.33
2024-04-30,29016.714,4.33
2024-05-01,29016.714,4.33
2024-05-02,29016.714,4.33
2024-05-03,29016.714,4.33
2024-05-04,29016.714,4.33
2024-05-05,29016.714,4.33
2024-05-06,29016.714,4.33
2024-05-07,29016.714,4.33
2024-05-08,29016.714,4.33
2024-05-09,29016.714,4.33
2024-05-10,29016.714,4.33
2024-05-11,29016.714,4.33
2024-05-12,29016.714,4.33
2024-05-13,29016.714,4.33
2024-05-14,29016.714,4.33
2024-05-15,29016.714,4.33
2024-05-16,29016.714,4.33
2024-05-17,29016.714,4.33
2024-05-18,29016.714,4.33
2024-05-19,29016.714,4.33
2024-05-20,29016.714,4.33
2024-05-21,29016.714,4.33
2024-05-22,29016.714,4.33
2024-05-23,29016.714,4.33
2024-05-24,29016.714,4.33
2024-05-25,29016.714,4.33
2024-05-26,29016.714,4.33
2024-05-27,29016.714,4.33
2024-05-28,29016.714,4.33
2024-05-29,29016.714,4.33
2024-05-30,29016.714,4.33
2024-05-31,29016.714,4.33
2024-06-01,29016.714,4.33
2024-06-02,29016.714,4.33
2024-06-03,29016.714,4.33
2024-06-04,29016.714,4.33
2024-06-05,29016.714,4.33
2024-06-06,29016.714,4.33
2024-06-07,29016.714,4.33
2024-06-08,29016.714,4.33
2024-06-09,29016.714,4.33
2024-06-10,29016.714,4.33
2024-06-11,29016.714,4.33
2024-06-12,29016.714,4.33
2024-06-13,29016.714,4.33
2024-06-14,29016.714,4.33
2024-06-15,29016.714,4.33
2024-06-16,29016.714,4.33
2024-06-17,29016.714,4.33
2024-06-18,29016.714,4.33
2024-06-19,29016.714,4.33
2024-06-20,29016.714,4.33
2024-06-21,29016.714,4.33
2024-06-22,29016.714,4.33
2024-06-23,29016.714,4.33
2024-06-24,29016.714,4.33
2024-06-25,29016.714,4.33
2024-06-26,29016.714,4.33
2024-06-27,29016.714,4.33
2024-06-28,29016.714,4.33
2024-06-29,29016.714,4.33
2024-06-30,29016.714,4.33
2024-07-01,29374.914,4.48
